Mine,Region,Altitude,Order,Type,Mass,G1,G2,G3,FET,SIT,PT,ALT,MNT,PPCT,FE1,SI1,P1,AL1,MN1,PPC1,FE2,SI2,P2,AL2,MN2,PPC2,FE3,SI3,P3,AL3,MN3,PPC3,Global,Independent_,MMU_,Order_
M1,Region1,100,11,1,20580,17.083172,18.986457,63.930383,37.084833,45.122307,0.03534,0.870448,0.028589,1.005758,50.787736,26.005467,0.046068,0.391586,0.013106,0.909144,48.57361,28.929512,0.045654,0.667752,0.021449,1.082754,30.01120649,55.0396805,0.029428246,1.058629624,0.034807893,1.008712752,100,M1#Region1,M1#Region1#100#11,12
M1,Region1,100,11,4,27875,27.893541,23.111903,48.994551,43.244472,36.997816,0.033133,0.631351,0.01189,0.852189,57.867647,16.671856,0.033482,0.383248,0.011545,0.66087,56.708063,17.500819,0.045445,0.69564,0.012309,1.154072,28.56813197,57.76692286,0.027079407,0.742225509,0.011865319,0.818716005,100,M1#Region1,M1#Region1#100#11,13
M1,Region1,100,12,1,1719,15.6149,18.2884,66.0968,37.9459,43.2785,0.0391,1.0641,0.0314,1.3145,49.7478,26.9585,0.0554,0.3983,0.0142,1.462,50.482,25.6343,0.0531,0.7522,0.0263,1.4607,31.68923315,52.0159286,0.031407799,1.307751763,0.036870679,1.239180337,100,M1#Region1,M1#Region1#100#12,14
M1,Region1,90,3,1,128984,21.44595,18.595669,59.958375,40.002909,40.867013,0.032672,0.775217,0.042881,0.748202,55.371273,19.348408,0.030492,0.436895,0.032395,0.690023,61.304297,10.794643,0.038406,0.464001,0.038262,0.723413,27.89948629,57.89051718,0.031674978,0.992747385,0.048063006,0.776691429,100,M1#Region1,M1#Region1#90#3,15
M1,Region1,90,3,2,8522,15.053246,35.63372,49.313045,61.684221,9.153725,0.063042,0.797616,0.210952,1.36166,66.335942,2.204742,0.080817,0.435579,0.30105,1.828165,67.144403,2.112718,0.058701,0.469329,0.156778,1.165555,56.31865719,16.36278371,0.060792456,1.145402606,0.222613906,1.36102584,100,M1#Region1,M1#Region1#90#3,16
M1,Region1,90,3,3,11905,12.018936,25.163351,62.817695,51.750869,21.270534,0.116127,1.711406,0.153047,2.599962,62.261572,5.893318,0.187704,0.742747,0.079063,3.588632,62.843887,6.458879,0.139165,0.744665,0.112427,2.691689,45.29627718,30.14585508,0.093183483,2.283975123,0.183513513,2.374045204,100,M1#Region1,M1#Region1#90#3,17
M1,Region1,90,3,4,18304,19.719856,18.243894,62.036261,42.998052,36.039158,0.040599,1.075931,0.049191,1.047659,59.63758,13.059554,0.037325,0.585772,0.044018,0.878465,62.95145,8.155098,0.050564,0.609672,0.042588,1.013202,31.84071348,51.54406993,0.038753115,1.368895932,0.052729212,1.111578195,100,M1#Region1,M1#Region1#90#3,18
M1,Region1,90,5,1,52232,21.075867,19.912752,57.106429,38.970159,40.79993,0.034044,0.554372,0.035119,0.545403,53.422027,22.338607,0.035142,0.409499,0.016583,0.593229,60.49575,12.048643,0.046035,0.389547,0.026273,0.616669,27.43060686,58.99981154,0.030617603,0.683787878,0.046237285,0.521108974,100,M1#Region1,M1#Region1#90#5,19
M1,Region1,90,5,3,1036,20.5148,27.689,51.7962,45.2773,31.6898,0.1585,0.6093,0.0923,2.7079,57.0092,12.508,0.274,0.6836,0.1422,4.9694,59.5946,10.877,0.1949,0.5227,0.0737,3.0444,32.97703959,50.41297606,0.093219868,0.626198537,0.082467497,1.632233011,100,M1#Region1,M1#Region1#90#5,20
M1,Region1,90,5,4,38580,19.762817,23.000027,57.237177,43.920476,35.760642,0.032953,0.617629,0.030043,0.548199,58.219179,15.62417,0.030591,0.456328,0.018486,0.459547,62.083138,9.907639,0.046409,0.466817,0.030832,0.581413,31.68499317,53.10201516,0.028352506,0.733916856,0.033696469,0.565453622,100,M1#Region1,M1#Region1#90#5,21
M1,Region1,90,6,1,12077,22.026003,20.222948,57.751055,40.133736,41.082722,0.023622,0.641389,0.034213,0.650607,54.498188,20.858939,0.020069,0.426903,0.020545,0.521709,59.50349,13.594055,0.027487,0.471923,0.025863,0.667769,27.87240681,58.42181131,0.023605959,0.782530422,0.042376765,0.693756862,100,M1#Region1,M1#Region1#90#6,22
M1,Region1,90,8,2,3459,24.003372,28.327791,47.668837,59.077273,11.986065,0.053409,1.071463,0.068287,2.123579,63.767463,4.417805,0.066929,1.145359,0.039378,3.018129,65.565835,3.025236,0.058614,0.806927,0.063118,2.078937,52.85974521,21.12202209,0.043568215,1.191492592,0.085888739,1.69966599,100,M1#Region1,M1#Region1#90#8,23
M1,Region1,90,8,4,5881,17.425749,25.90831,56.66594,42.206728,37.829329,0.025022,0.732742,0.030411,0.733954,59.467762,13.2637,0.023105,0.481728,0.010228,0.816274,61.585259,10.645444,0.02517,0.457565,0.013989,0.504149,28.03862372,57.81249178,0.025560879,0.935702844,0.044076674,0.813675506,100,M1#Region1,M1#Region1#90#8,24
M1,Region1,90,9,1,43920,45.981176,16.488138,37.530683,39.558196,42.010097,0.022363,0.467077,0.011443,0.58505,45.952483,33.016351,0.023035,0.323464,0.011435,0.607307,53.666803,22.055969,0.024537,0.375441,0.011324,0.513096,25.52593952,61.79521917,0.020592875,0.683313644,0.011510775,0.589380144,100,M1#Region1,M1#Region1#90#9,25
M1,Region1,90,9,2,2691,13.411714,33.251733,53.336553,57.813588,15.247413,0.036108,0.656497,0.031279,1.338564,64.389074,4.858135,0.06043,0.72761,0.029484,2.232756,67.13522,2.395992,0.03585,0.395257,0.024038,0.997709,50.34866802,25.87194991,0.030197193,0.801588998,0.036216424,1.326247407,100,M1#Region1,M1#Region1#90#9,26
M1,Region1,90,9,4,25019,19.391781,23.049212,57.559007,43.02642,36.776666,0.027663,0.653883,0.013805,0.771259,58.337492,14.774431,0.028025,0.507771,0.015222,0.964236,61.458464,10.64858,0.036048,0.378739,0.014139,0.749124,30.48709107,54.65213266,0.024168167,0.813289736,0.013169515,0.71509974,100,M1#Region1,M1#Region1#90#9,27
M1,Region1,90,10,1,16531,12.356444,18.626598,69.017008,40.8718,39.128484,0.037194,1.05978,0.01216,1.084911,57.179254,14.340576,0.058338,1.652073,0.014963,1.88107,62.605374,8.383008,0.056556,0.60907,0.012403,1.211654,32.08668253,51.86410857,0.028184344,1.075411278,0.01161893,0.908185425,100,M1#Region1,M1#Region1#90#10,28
M1,Region1,90,10,2,4053,9.272588,31.23772,59.489657,59.135963,12.898439,0.038178,0.899818,0.024061,1.454183,64.859048,1.775916,0.065141,2.380038,0.028963,2.943005,66.532212,2.90192,0.039263,0.578935,0.017135,1.198469,54.3600796,19.88119214,0.033458431,0.837533733,0.026951395,1.35640579,100,M1#Region1,M1#Region1#90#10,29
M1,Region1,90,10,3,112950,18.957461,23.40204,57.640505,45.648093,32.626318,0.038223,0.923622,0.015963,1.021767,53.672698,20.908806,0.0511,0.899371,0.012509,1.346479,61.5249,10.1545,0.048486,0.676552,0.014141,1.071668,36.56287092,45.60363355,0.029817637,1.031909495,0.017830532,0.89471208,100,M1#Region1,M1#Region1#90#10,30
M1,Region1,90,11,1,58756,19.783204,20.429139,59.78769,39.382859,42.214243,0.030091,0.72144,0.019527,0.842343,52.08862,24.462072,0.030851,0.45027,0.011629,0.712082,51.450126,25.008211,0.038594,0.625514,0.01438,0.920133,31.05531779,53.96751017,0.026921304,0.843969486,0.023901749,0.858854034,100,M1#Region1,M1#Region1#90#11,31
M1,Region1,90,11,4,58255,24.17271,21.45495,54.37236,44.068057,35.782262,0.027837,0.654794,0.013868,0.774782,57.938805,16.430352,0.028875,0.409707,0.011053,0.621516,58.231977,15.480572,0.035256,0.588593,0.012306,0.887188,32.31248612,52.39655014,0.02440577,0.789864217,0.015690609,0.798537772,100,M1#Region1,M1#Region1#90#11,32
M1,Region1,90,12,1,34406,16.889423,19.650417,63.460148,39.89777,40.908109,0.034823,0.87952,0.028789,1.092713,49.934504,26.918117,0.04152,0.511945,0.011775,1.128422,51.577329,24.525663,0.041708,0.637944,0.016247,1.051326,33.61000993,49.70426776,0.030932722,1.052175199,0.037188746,1.096024606,100,M1#Region1,M1#Region1#90#12,33
M1,Region1,80,2,1,4707,13.7293,19.4077,66.863,41.0967,39.4523,0.0259,0.8422,0.027,0.6748,63.3175,8.4418,0.0258,0.4204,0.0162,0.4916,62.6035,9.094,0.0336,0.5799,0.0223,0.6743,30.29144854,54.63165004,0.023681107,1.004940822,0.030498975,0.712487957,100,M1#Region1,M1#Region1#80#2,34
M1,Region1,80,2,4,1021,13.0558,17.8651,69.0791,42.8402,36.8799,0.0246,0.8865,0.0236,0.697,62.7174,9.092,0.0243,0.4849,0.0153,0.5266,63.6506,7.397,0.0295,0.6787,0.0195,0.766,33.70147171,49.75655635,0.023358385,1.016176232,0.026169146,0.711454132,100,M1#Region1,M1#Region1#80#2,35
M1,Region1,80,3,1,233407,18.081893,17.99668,63.921427,40.063383,40.851755,0.03368,0.793397,0.03692,0.805058,58.552046,14.872547,0.031455,0.448492,0.028617,0.686255,61.16166,11.046343,0.040107,0.434533,0.033221,0.795133,28.89328848,56.59221865,0.032501894,0.992001855,0.040319751,0.84144829,100,M1#Region1,M1#Region1#80#3,36
M1,Region1,80,3,2,41174,21.72824871,29.2292852,49.04247248,58.7354607,12.25267666,0.086517153,1.246929131,0.244759968,1.948780408,64.86303225,3.061714449,0.100818666,0.997689096,0.286114367,2.275663861,65.49840662,3.26885248,0.092094186,0.758918221,0.22940851,1.859467631,51.98993231,21.679076,0.076876824,1.64824176,0.235574441,1.857205567,100,M1#Region1,M1#Region1#80#3,37
M1,Region1,80,3,4,33914,15.023074,20.179951,64.796947,43.855233,34.242036,0.059337,1.202452,0.03783,1.430736,60.268057,11.61178,0.074885,0.525707,0.028083,1.636541,63.088263,7.368249,0.074614,0.565191,0.034639,1.500668,34.06012687,47.85818652,0.050968848,1.557806581,0.041077948,1.361267098,100,M1#Region1,M1#Region1#80#3,38
M1,Region1,80,5,1,107423,19.336219,20.652424,60.01136,40.605124,40.547777,0.027095,0.549774,0.030425,0.620344,54.753546,20.543967,0.026356,0.340571,0.025224,0.556249,59.941947,12.985587,0.034616,0.395334,0.027023,0.663317,29.39173476,56.47851865,0.02472793,0.670344003,0.033277702,0.626231507,100,M1#Region1,M1#Region1#80#5,39
M1,Region1,80,5,4,38967,17.941275,22.536802,59.521976,43.522817,36.508264,0.02438,0.584949,0.018929,0.499969,59.36473,13.803632,0.025945,0.519095,0.016127,0.492561,62.522321,9.500892,0.030055,0.4358,0.020466,0.37747,31.55394056,53.57775129,0.021734225,0.661285528,0.019176199,0.548562395,100,M1#Region1,M1#Region1#80#5,40
M1,Region1,80,6,1,28627,21.397361,20.598271,58.004365,39.667124,41.880888,0.01868,0.448555,0.03145,0.513627,56.13669,18.529246,0.015038,0.319532,0.020206,0.383445,58.405418,15.214143,0.022079,0.352071,0.026701,0.528746,26.93733359,59.96485026,0.01882243,0.530420124,0.037293624,0.556247685,100,M1#Region1,M1#Region1#80#6,41
M1,Region1,80,6,4,170,17.1003,21.3481,61.5517,42.3068,36.1895,0.0385,1.3763,0.0483,1.4853,61.4879,9.9171,0.0278,0.7717,0.0294,0.9135,62.2601,8.554,0.0432,0.6824,0.0338,1.2826,30.05743996,53.07346255,0.039812667,1.78489886,0.058616952,1.714477891,100,M1#Region1,M1#Region1#80#6,42
M1,Region1,80,7,1,7576,7.440944,16.634717,75.924339,41.538567,38.023175,0.031488,1.086477,0.047308,1.185295,61.002929,11.062481,0.031689,0.586642,0.0199,0.912905,63.166247,7.721069,0.028573,0.681077,0.028495,1.005725,34.89242864,47.30449711,0.032142095,1.224258908,0.05411399,1.251391994,100,M1#Region1,M1#Region1#80#7,43
M1,Region1,80,7,2,6661,23.41788104,30.50338237,46.07876223,62.83897431,6.261008152,0.060843541,1.396080949,0.100784923,2.084659942,66.33440749,1.400799066,0.063541219,1.298970206,0.073719809,2.146804756,66.32616633,2.305026842,0.052615947,0.913264967,0.059243522,1.676625931,58.75406055,95.09835463,0.621591683,12.95987528,0.934861324,18.53916517,100,M1#Region1,M1#Region1#80#7,44
M1,Region1,80,7,4,18745,12.034176,20.907693,67.058131,43.890867,35.792569,0.019355,0.673796,0.023618,0.613339,60.805382,11.962428,0.01882,0.497898,0.016515,0.509778,64.165989,7.263161,0.018062,0.461466,0.012464,0.459857,34.53391448,48.96411994,0.019813876,0.771527792,0.028367326,0.679788025,100,M1#Region1,M1#Region1#80#7,45
M1,Region1,80,8,1,10111,17.257524,26.453734,56.288742,40.643627,40.433285,0.019501,0.618301,0.010667,0.538774,59.160895,14.38127,0.014935,0.314172,0.008643,0.406583,61.755757,10.856567,0.018614,0.329066,0.008035,0.387735,25.04440525,62.32058855,0.021244999,0.847405409,0.012479193,0.650304554,100,M1#Region1,M1#Region1#80#8,46
M1,Region1,80,8,2,24755,25.300433,30.264198,44.435336,62.144956,7.889657,0.049731,1.020601,0.076674,1.895684,65.473542,2.407718,0.057975,1.130188,0.040372,2.604296,66.269215,2.370245,0.053316,0.789524,0.065849,1.797792,57.44078463,14.77010353,0.042554931,1.115609645,0.104713201,1.558877453,100,M1#Region1,M1#Region1#80#8,47
M1,Region1,80,8,3,53802,15.273062,23.75632,60.970616,47.888907,29.631168,0.027458,0.879009,0.062993,0.6849,65.786717,4.886725,0.017972,0.523173,0.015997,0.391879,64.957221,5.762237,0.026868,0.562809,0.038914,0.599442,36.75510348,45.12981987,0.03006024,1.091357196,0.084190054,0.791589041,100,M1#Region1,M1#Region1#80#8,48
M1,Region1,80,9,1,59303,42.011017,19.634586,38.35441,40.099091,41.489752,0.020362,0.399185,0.011235,0.467078,48.356467,29.824743,0.019712,0.269044,0.011958,0.459178,55.037066,20.329696,0.022527,0.302827,0.011381,0.437106,23.40735923,65.0992672,0.0199887,0.591029728,0.010394832,0.491047586,100,M1#Region1,M1#Region1#80#9,49
M1,Region1,80,9,2,5720,5.764292,34.686534,59.549234,58.135482,14.9833,0.019623,0.979507,0.013586,0.958238,64.59107,6.69599,0.030852,0.454678,0.016108,0.795003,67.402189,2.726683,0.017834,0.306836,0.009748,0.44557,52.11282293,22.92476889,0.019569867,1.422178999,0.015583197,1.272690616,100,M1#Region1,M1#Region1#80#9,50
M1,Region1,80,9,3,27787,15.641703,25.20064,59.157656,45.857469,32.873059,0.023545,0.540674,0.015262,0.743825,58.962393,13.767671,0.022445,0.393832,0.018972,1.326018,62.863707,8.786071,0.027552,0.381424,0.016261,0.676918,35.14791894,48.18550576,0.022156389,0.647299841,0.013861681,0.618425579,100,M1#Region1,M1#Region1#80#9,51
M1,Region1,80,10,1,14503,27.102944,19.540323,53.356733,40.325819,39.953159,0.043015,1.043131,0.022668,1.162015,46.196422,32.001847,0.044256,0.712418,0.017689,1.104723,55.290333,18.666314,0.06068,0.79026,0.018699,1.292414,31.86350209,51.78769261,0.035940871,1.303707208,0.026655797,1.143297757,100,M1#Region1,M1#Region1#80#10,52
M1,Region1,80,10,3,131819,14.901487,25.817999,59.280486,46.939913,30.667443,0.032936,1.006944,0.016552,0.989921,52.706573,22.524378,0.044293,0.781779,0.01376,1.169702,61.704345,9.844995,0.038512,0.771409,0.012955,0.990161,39.06007012,41.7830394,0.02765269,1.166151555,0.018833503,0.944623785,100,M1#Region1,M1#Region1#80#10,53
M1,Region1,80,11,1,74779,18.906958,19.017363,62.075668,39.395656,41.582384,0.034428,0.94156,0.029602,1.034606,48.011074,29.909778,0.034512,0.564714,0.015654,0.833206,52.963399,22.471172,0.043953,0.673718,0.018383,1.005935,32.61501958,50.99251703,0.03148268,1.13836772,0.037295285,1.104720207,100,M1#Region1,M1#Region1#80#11,54
M1,Region1,80,11,2,11668,39.727508,41.736669,18.535785,61.532608,3.125569,0.1298,3.104277,0.057823,5.610531,62.922484,1.09205,0.137275,3.095312,0.043194,5.727579,61.460345,2.390187,0.141954,3.434591,0.069068,5.905882,58.71656463,9.139892894,0.086380901,2.379713199,0.063985475,4.694576143,100,M1#Region1,M1#Region1#80#11,55
M1,Region1,80,11,4,81304,21.823967,20.434629,57.741369,43.449699,36.166523,0.02914,0.810217,0.022384,0.880998,53.31285,22.715855,0.028506,0.517496,0.012976,0.741944,56.965026,16.92216,0.034997,0.672455,0.014604,0.91069,34.93873117,48.06091961,0.027312878,0.96961263,0.028680303,0.923058031,100,M1#Region1,M1#Region1#80#11,56
M1,Region1,80,12,1,68134,14.758342,18.399991,66.841675,39.407127,41.464762,0.031471,0.951617,0.045549,1.10987,51.827087,25.072571,0.021808,0.356991,0.014125,0.551561,51.633503,24.775024,0.029333,0.498398,0.021045,0.728757,33.29922834,49.67838634,0.034185737,1.207668025,0.05924621,1.338061534,100,M1#Region1,M1#Region1#80#12,57
M1,Region1,80,12,2,4936,41.952927,42.066745,15.980328,61.696336,2.3304,0.145818,3.283764,0.0607,6.047273,62.887503,0.884226,0.149764,3.275596,0.042466,5.965417,61.300313,2.045843,0.15977,3.527757,0.07086,6.449345,59.6118702,6.876062799,0.0985927,2.662913062,0.08203352,5.203942821,100,M1#Region1,M1#Region1#80#12,58
M1,Region1,80,12,4,27304,13.765088,21.712098,64.522785,43.163031,36.078929,0.032118,0.988184,0.032948,1.071313,52.021197,24.367011,0.025475,0.506422,0.012782,0.718396,55.672451,18.72325,0.033153,0.629401,0.01585,0.835892,37.06380924,44.41774422,0.033197908,1.211724366,0.043016676,1.225789649,100,M1#Region1,M1#Region1#80#12,59
M1,Region1,70,1,1,8331,1.761653,1.918932,9.18161,3.717529,7.015084,0.008489,0.154438,0.032172,0.257133,40.78387,38.925362,0.040594,0.538385,0.416794,1.266511,48.413165,27.1957,0.063794,0.754786,0.406197,2.068509,22.54556318,63.25135828,0.071301276,1.420946904,0.185577246,2.125138653,100,M1#Region1,M1#Region1#70#1,60
M1,Region1,70,1,2,1358,12.092786,32.070382,55.836876,59.848569,9.171485,0.094041,2.329782,0.133294,2.281585,61.026469,2.918435,0.170438,4.023841,0.185602,4.670139,65.256737,2.274408,0.085677,1.71904,0.13127,2.09754,56.4872767,14.48716061,0.082301797,2.313645133,0.123072288,1.869974351,100,M1#Region1,M1#Region1#70#1,61
M1,Region1,70,1,3,5870,6.531354344,25.34483417,68.12381729,48.88551753,25.29678399,0.077415039,1.88932834,0.128034807,2.276050748,61.40284258,6.205019812,0.094964466,2.377758049,0.15123831,3.29961887,63.37655721,5.697433198,0.061629658,1.247165826,0.083509621,1.802459254,42.29419742,34.4189485,0.081635,2.081410896,0.142408924,2.354114203,100,M1#Region1,M1#Region1#70#1,62
M1,Region1,70,2,1,26645,9.333572,16.011908,56.648943,32.530217,33.564072,0.031596,0.861689,0.074852,0.759375,59.063829,14.036433,0.028535,0.533611,0.037748,0.657399,63.283532,7.454908,0.042704,0.660755,0.09112,0.902303,29.80561786,54.82945303,0.039008591,1.246398924,0.100159188,0.977146032,100,M1#Region1,M1#Region1#70#2,63
M1,Region1,70,2,2,18161,12.930951,33.800795,53.268286,61.89385,8.435188,0.047212,1.252339,0.103224,1.253819,65.489934,3.966754,0.034993,0.94339,0.064113,0.918243,65.430021,3.639573,0.042026,0.912457,0.139166,1.184051,58.77702183,12.56287884,0.053435809,1.543020957,0.089891459,1.379547077,100,M1#Region1,M1#Region1#70#2,64
M1,Region1,70,2,4,39517,11.31522,22.556991,66.127778,44.58451,34.147305,0.03666,0.88531,0.056831,0.860407,62.193368,9.503986,0.037945,0.446867,0.017066,0.807562,64.759941,5.554237,0.035892,0.523715,0.036939,0.736129,34.68935519,48.11749792,0.036708787,1.083662395,0.070417483,0.911834876,100,M1#Region1,M1#Region1#70#2,65
M1,Region1,70,3,1,339386,35.369414,16.464446,48.166142,39.252855,42.398641,0.033745,0.552422,0.063738,0.665745,48.959446,28.798033,0.028409,0.396391,0.02932,0.493917,56.769525,17.346933,0.045576,0.399726,0.10563,0.801799,26.13744778,60.94918346,0.033619323,0.719203389,0.074691021,0.74542161,100,M1#Region1,M1#Region1#70#3,66
M1,Region1,70,3,2,51706,17.7466576,27.62308429,54.63024471,55.74123737,16.83852156,0.09565168,1.16273146,0.103699066,1.998610385,63.64515653,4.60275373,0.143021713,0.965827502,0.12242138,2.71594302,64.4969594,4.613780629,0.111829596,0.769166091,0.112253908,2.088400667,48.74642742,26.99463097,0.072059654,1.425721355,0.093257839,1.720185689,100,M1#Region1,M1#Region1#70#3,67
M1,Region1,70,3,4,103751,13.313063,21.755885,64.931033,44.247956,34.488856,0.038388,0.917301,0.052134,0.992829,62.099844,9.709277,0.04013,0.45132,0.027102,0.828708,64.598646,5.830937,0.044828,0.464195,0.055555,0.894704,33.7689847,49.17167008,0.035865886,1.164640319,0.056105494,1.059371048,100,M1#Region1,M1#Region1#70#3,68
M1,Region1,70,5,1,157730,17.709639,21.453339,60.837029,40.08004,41.304473,0.027992,0.526648,0.037637,0.605154,55.651688,19.138426,0.031968,0.425895,0.040234,0.645881,60.150917,12.724759,0.033652,0.390454,0.034121,0.615406,28.46942247,57.83525421,0.02482944,0.603995215,0.038141239,0.58970122,100,M1#Region1,M1#Region1#70#5,69
M1,Region1,70,5,4,23735,18.155526,24.574145,57.270371,42.407399,37.951617,0.029944,0.529851,0.059713,0.666049,56.171615,18.352596,0.03321,0.441078,0.04996,0.703062,60.71201,11.889911,0.033497,0.40387,0.058063,0.671917,30.18963123,55.34759111,0.02741342,0.612068777,0.06348544,0.651787315,100,M1#Region1,M1#Region1#70#5,70
M1,Region1,70,6,1,35228,25.406979,17.093126,57.499909,36.086399,46.323524,0.034487,0.827407,0.042674,0.936665,52.270072,23.731553,0.030754,0.43435,0.033094,0.724863,56.370658,17.405223,0.042817,0.536355,0.065648,1.029286,22.90554647,64.90261924,0.033661658,1.087593269,0.040056767,1.002743049,100,M1#Region1,M1#Region1#70#6,71
M1,Region1,70,6,4,48251,14.160238,23.806561,62.0332,43.996464,34.969734,0.046608,0.813864,0.035992,1.124232,62.513402,8.31403,0.082353,0.554101,0.026518,1.487544,63.739529,7.092624,0.049379,0.529444,0.034223,1.046008,32.19280858,51.75282435,0.037401129,0.982288534,0.038786252,1.071315181,100,M1#Region1,M1#Region1#70#6,72
M1,Region1,70,7,1,1867,17.154595,17.180922,65.664583,41.826916,38.65126,0.022407,0.666012,0.0301,0.679553,55.126456,20.088227,0.025593,0.292193,0.031999,0.614679,60.499924,12.094997,0.024644,0.469389,0.026223,0.710089,33.46671887,50.44913467,0.020999904,0.81507364,0.030632316,0.688541029,100,M1#Region1,M1#Region1#70#7,73
M1,Region1,70,7,2,2956,14.1236,23.782,62.0943,54.3729,14.8535,0.0836,2.8261,0.3111,3.7313,62.2415,5.1809,0.0655,2.0687,0.2253,3.25,62.5414,5.0005,0.0755,1.7539,0.1857,3.2256,49.45465021,20.82723625,0.090806369,3.409112132,0.378692408,4.034547341,100,M1#Region1,M1#Region1#70#7,74
M1,Region1,70,7,4,76024,13.200734,19.958865,66.840401,43.559111,35.581196,0.030313,0.874921,0.029967,1.053535,58.838932,14.0928,0.032271,0.515543,0.034903,1.068569,63.862758,7.042297,0.031192,0.480103,0.026746,0.942868,34.47866225,48.34695568,0.029662942,1.063787738,0.029934755,1.08362925,100,M1#Region1,M1#Region1#70#7,75
