Mine,Region,Altitude,Order,Type,Mass,G1,G2,G3,FET,SIT,PT,ALT,MNT,PPCT,FE1,SI1,P1,AL1,MN1,PPC1,FE2,SI2,P2,AL2,MN2,PPC2,FE3,SI3,P3,AL3,MN3,PPC3,Global,Independent_,MMU_,Order_
M1,Region5,80,7,2,20692,11.078501,24.103929,64.817547,64.275797,2.348064,0.071271,2.33302,0.735972,1.762749,65.884745,1.847478,0.055163,2.179782,0.118734,1.187077,66.383137,1.647033,0.037455,1.643632,0.225304,1.029081,63.21712015,2.69428376,0.086619191,2.615588495,1.031410562,2.133966711,100,M1#Region5,M1#Region5#80#7,29
M1,Region5,80,7,3,22203,47.720389,24.413674,27.865894,47.930571,13.734843,0.03282,11.354177,0.112329,5.352614,50.321015,12.181834,0.030417,10.098506,0.102303,4.79729,48.07794,13.928113,0.032984,11.13124,0.086777,5.358228,43.70787272,16.22510168,0.036717816,13.69983176,0.151848453,6.298683862,100,M1#Region5,M1#Region5#80#7,30
M1,Region5,70,2,1,4638,0.001,7.18741,92.812515,22.212049,57.492004,0.061351,4.411806,1.682053,3.40297,0.001,0.001,0.001,0.001,0.001,0.001,32.966307,43.685479,0.038537,3.080785,1.749066,2.642689,21.37926981,58.56113807,0.0631041,4.514866258,1.676905129,3.461868318,100,M1#Region5,M1#Region5#70#2,31
M1,Region5,70,2,2,25096,17.226667,27.486812,55.286527,61.193984,7.776087,0.031375,2.098523,0.567267,1.566273,65.604094,3.012877,0.019069,1.676036,0.208252,1.080591,64.81099,4.025346,0.020484,1.508229,0.372173,1.064169,58.021578,11.12499986,0.04068044,2.523628551,0.776116602,1.967221532,100,M1#Region5,M1#Region5#70#2,32
M1,Region5,70,2,3,10875,8.79448,37.436273,53.76924,45.133247,15.398147,0.035987,12.840353,0.288213,6.242907,55.552139,8.655333,0.049472,6.839165,0.251083,4.428375,48.860947,13.337477,0.033437,10.586756,0.266105,5.511849,40.83366467,17.93574978,0.035527935,15.39096899,0.309737935,7.048696156,100,M1#Region5,M1#Region5#70#2,33
M1,Region5,70,2,4,1521,6.155038,17.157421,76.687552,43.165906,34.849192,0.024119,1.271462,0.639979,1.109943,64.34161,5.208316,0.028261,1.220683,0.271739,0.932656,64.123828,5.748256,0.018842,0.775147,0.651111,0.695874,36.77732264,43.73899207,0.02501705,1.386555564,0.667046442,1.216768444,100,M1#Region5,M1#Region5#70#2,34
M1,Region5,70,3,1,43011,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region5,M1#Region5#70#3,35
M1,Region5,70,3,2,68449,32.450661,32.546849,35.002492,57.630836,7.404612,0.027493,6.426659,0.11433,3.145917,66.740787,1.780234,0.027404,1.532906,0.042903,0.916553,59.40812,6.421323,0.018916,5.327291,0.108092,2.799619,47.53249126,13.53329687,0.035549857,11.98583702,0.186339224,5.534739428,100,M1#Region5,M1#Region5#70#3,36
M1,Region5,70,5,2,134411,16.84617034,26.60034889,56.55344955,63.34967868,2.715155705,0.07082057,2.772985169,0.881257134,2.064233249,66.75533144,1.60792337,0.034180499,1.470612625,0.076977035,1.005297343,65.84398633,1.646405477,0.040999093,1.741413517,0.515259824,1.270283363,61.16198234,3.547649176,0.095769221,3.646146692,1.293021039,2.753092605,100,M1#Region5,M1#Region5#70#5,37
M1,Region5,70,6,2,196271,7.484979,25.269399,67.245648,65.29824,1.929937,0.068727,1.667078,0.845974,1.460313,67.400691,0.874034,0.038201,1.449739,0.153605,0.97419,67.99969,0.817961,0.031606,0.78,0.213526,0.590866,64.04908963,2.465314918,0.086058943,2.024605842,1.160694546,1.841150186,100,M1#Region5,M1#Region5#70#6,38
M1,Region5,70,7,2,1273,12.066067,26.868967,61.064967,65.8482,1.547967,0.059767,1.5137,0.687967,1.323067,66.804166,1.35977,0.038783,1.579962,0.131354,0.991142,67.669687,0.909673,0.034225,0.943326,0.285154,0.71466,64.85785877,1.865987843,0.075190686,1.751619326,0.975192174,1.656415105,100,M1#Region5,M1#Region5#70#7,39
M1,Region5,60,3,1,888,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region5,M1#Region5#60#3,40
M1,Region5,60,3,2,126464,18.97702266,32.11002342,48.91295023,61.07147237,5.145936335,0.032821779,4.328914898,0.291292732,2.376776472,67.00425554,1.534430679,0.023938627,1.488655093,0.061859214,0.917908033,62.97966475,4.160687015,0.019815468,3.340844321,0.133161627,1.911250294,57.51699905,7.193893365,0.044808965,6.079516012,0.484128286,3.248365608,100,M1#Region5,M1#Region5#60#3,41
M1,Region5,60,5,2,160778,7.92342,25.417735,66.65884,64.354481,2.222503,0.063365,2.049822,1.04922,1.764442,67.207155,1.141068,0.030044,1.36179,0.156326,0.870232,67.056328,1.143924,0.031947,1.089359,0.470808,0.871818,62.98514415,2.76232426,0.079301721,2.497820815,1.375903962,2.21109171,100,M1#Region5,M1#Region5#60#5,42
M1,Region5,60,6,1,253,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region5,M1#Region5#60#6,43
M1,Region5,60,6,2,161578,7.005437,24.681815,68.312748,64.805921,2.27781,0.066849,1.683921,1.000765,1.540988,66.360612,1.423865,0.040339,1.816425,0.25046,1.190856,67.447946,0.962305,0.036367,0.878573,0.477546,0.78912,63.6919081,2.840693461,0.080576994,1.961302988,1.266741938,1.848525721,100,M1#Region5,M1#Region5#60#6,44
M1,Region5,60,7,2,4456,17.082143,24.984857,57.933,65.650729,1.407486,0.064186,1.389586,1.066386,1.430014,65.991954,1.98475,0.046103,1.76147,0.201996,1.201041,66.868629,0.8377,0.0481,0.977543,0.889786,1.038371,65.02478513,1.482956566,0.076419197,1.457735264,1.39737863,1.666456987,100,M1#Region5,M1#Region5#60#7,45
