Mine,Region,Altitude,Order,Type,Mass,G1,G2,G3,FET,SIT,PT,ALT,MNT,PPCT,FE1,SI1,P1,AL1,MN1,PPC1,FE2,SI2,P2,AL2,MN2,PPC2,FE3,SI3,P3,AL3,MN3,PPC3,Global,Independent_,MMU_,Order_
M1,Region4,90,5,1,8213,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#90#5,10
M1,Region4,90,5,2,35549,36.037483,19.376577,44.58594,66.641372,1.219155,0.033354,0.946844,0.582409,1.455702,67.648594,0.541328,0.024038,0.481622,0.568754,1.251041,66.824358,1.076104,0.030761,0.889404,0.580332,1.333271,65.74777914,1.82915659,0.041985975,1.34781451,0.594309993,1.674396151,100,M1#Region4,M1#Region4#90#5,11
M1,Region4,90,6,1,35498,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#90#6,12
M1,Region4,90,7,1,34946,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#90#7,13
M1,Region4,90,8,1,49389,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#90#8,14
M1,Region4,80,3,1,6811,7.592259,4.735117,10.188432,8.939209,8.652438,0.006733,0.303487,0.293949,0.287811,43.890801,31.589677,0.019462,0.791158,2.350307,1.198536,54.531567,18.561668,0.022841,0.839015,0.975521,0.872753,29.68823038,52.75731059,0.040933007,1.999246938,0.68028361,1.526157869,100,M1#Region4,M1#Region4#80#3,15
M1,Region4,80,3,2,26042,33.795232,18.79061,47.414149,67.187917,1.197786,0.030099,0.862736,0.462821,1.044705,68.241453,0.474698,0.021655,0.453043,0.510326,0.579806,67.136961,1.103113,0.028471,0.863429,0.497686,1.057737,66.45715918,1.750718587,0.036747732,1.15449263,0.415138361,1.370919945,100,M1#Region4,M1#Region4#80#3,16
M1,Region4,80,3,4,44857,24.510499,24.255312,51.234187,42.644723,37.057253,0.030192,0.8087,0.059958,0.910307,52.941208,22.072472,0.036732,0.610519,0.047377,1.163741,59.13025,13.920825,0.021543,0.497783,0.053605,0.556065,29.91427253,55.17918857,0.031211548,1.05068343,0.068999758,0.95674881,100,M1#Region4,M1#Region4#80#3,17
M1,Region4,80,5,1,39375,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#80#5,18
M1,Region4,80,5,2,4721,24.31246,21.38378,54.303756,66.907548,1.413323,0.029185,0.822534,0.53856,1.156611,67.759486,0.772451,0.022615,0.458052,0.636371,0.764893,67.381489,1.20596,0.023014,0.641481,0.435102,0.952364,66.33948386,1.781881436,0.034558619,1.057039257,0.535508591,1.412434813,100,M1#Region4,M1#Region4#80#5,19
M1,Region4,80,6,1,31019,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#80#6,20
M1,Region4,80,7,1,24724,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#80#7,21
M1,Region4,80,8,1,12387,0.001,0.096016,1.246208,0.524184,0.517933,0.00054,0.026161,0.016683,0.019861,0.001,0.001,0.001,0.001,0.001,0.001,52.5725,16.9154,0.0375,1.9772,2.4989,2.2761,38.01185503,40.25746967,0.040386602,1.946948463,1.14610441,1.418329214,100,M1#Region4,M1#Region4#80#8,22
M1,Region4,80,8,2,48219,19.2092,22.4306,58.3603,67.5863,1.1167,0.0225,0.4997,0.6424,0.636,68.9961,0.4746,0.0125,0.2029,0.1877,0.2158,68.3993,0.5407,0.0196,0.3883,0.5504,0.4361,66.80983331,1.54947708,0.02682684,0.640234272,0.82741531,0.851132279,100,M1#Region4,M1#Region4#80#8,23
M1,Region4,70,3,1,41801,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#70#3,24
M1,Region4,70,3,2,43179,28.328191,26.666728,45.005089,64.739803,4.754434,0.031623,0.993256,0.441253,1.039736,67.31771,1.592063,0.023424,0.722802,0.41301,0.778905,67.637896,1.513299,0.019374,0.660962,0.254815,0.619446,61.39996837,8.665436276,0.044038323,1.360425382,0.569490605,1.452924946,100,M1#Region4,M1#Region4#70#3,25
M1,Region4,70,3,4,6673,18.673661,24.551323,56.775029,43.304911,36.014863,0.028392,0.885297,0.120337,0.928648,54.887847,19.556523,0.02794,0.609538,0.17741,0.893442,61.183595,10.828027,0.020271,0.570862,0.074458,0.658181,31.76390267,52.31967061,0.032045723,1.111972665,0.121396579,1.057154656,100,M1#Region4,M1#Region4#70#3,26
M1,Region4,70,5,1,33772,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#70#5,27
M1,Region4,70,5,2,83463,19.364531,26.965418,53.670063,67.398574,1.045046,0.027207,0.575746,0.651672,0.950689,68.122497,0.629563,0.02301,0.40094,0.432926,0.673764,68.718385,0.608127,0.011894,0.242873,0.225179,0.402391,66.47426179,1.414509953,0.036424375,0.806076722,0.944904586,1.326080919,100,M1#Region4,M1#Region4#70#5,28
M1,Region4,70,6,1,124546,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#70#6,29
M1,Region4,70,6,2,14203,19.688011,32.812219,47.499808,66.411033,1.492288,0.028122,0.781989,1.097639,0.976886,67.43119,0.594662,0.02073,0.515592,1.045126,0.604769,67.981073,0.619603,0.016856,0.422999,0.753001,0.530674,64.90360807,2.467188842,0.038927026,1.140435913,1.357421408,1.439345866,100,M1#Region4,M1#Region4#70#6,30
M1,Region4,70,7,1,168858,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#70#7,31
M1,Region4,70,7,2,17442,23.638201,26.526987,49.834781,67.394485,1.107212,0.020991,0.589034,0.616718,0.659346,68.818059,0.447902,0.013667,0.235686,0.259023,0.256311,67.808483,0.597652,0.018143,0.418618,0.683926,0.529742,66.49890684,1.691115812,0.026042642,0.847375164,0.750590329,0.919528196,100,M1#Region4,M1#Region4#70#7,32
M1,Region4,70,8,1,7638,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#70#8,33
M1,Region4,70,8,2,7483,24.824138,24.16601,51.009853,67.432747,1.169386,0.021493,0.495801,0.638162,0.624268,68.807464,0.492292,0.014446,0.22465,0.277711,0.263138,67.551594,0.677691,0.020763,0.399127,0.813226,0.559038,66.70747646,1.731865264,0.025162825,0.673567637,0.730599653,0.830950592,100,M1#Region4,M1#Region4#70#8,34
M1,Region4,60,3,1,24430,5.992331,9.484247,26.384625,16.991348,16.231096,0.012717,0.53866,0.075967,0.576505,56.022231,16.884258,0.030542,0.828669,0.433094,1.132686,59.619748,11.683514,0.02169,1.088762,0.093997,1.259643,30.24417666,53.4827306,0.033481985,1.461973878,0.155711147,1.474948038,100,M1#Region4,M1#Region4#60#3,35
M1,Region4,60,3,2,94851,32.436445,27.801968,39.761586,65.134967,3.7934,0.03631,1.092752,0.54074,1.111033,66.478473,2.417077,0.028688,0.950495,0.423271,0.844317,66.841924,2.318201,0.022303,0.774354,0.331242,0.740578,62.84543676,5.947665934,0.052310643,1.431440928,0.783052043,1.587670717,100,M1#Region4,M1#Region4#60#3,36
M1,Region4,60,3,4,41286,18.164595,21.206993,60.628387,43.364287,35.638311,0.030017,0.943927,0.199402,0.914951,56.733726,16.649689,0.036757,0.705979,0.289248,0.779853,61.814012,9.697686,0.021079,0.708417,0.100679,0.698473,32.90523855,50.40110567,0.031155643,1.097559706,0.206981948,1.031137102,100,M1#Region4,M1#Region4#60#3,37
M1,Region4,60,5,1,31310,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#60#5,38
M1,Region4,60,5,2,82842,30.949987,29.018215,40.031813,67.308042,1.085018,0.028015,0.701206,0.710268,0.842259,67.837487,0.89807,0.021444,0.644963,0.477863,0.629397,68.376785,0.662885,0.014726,0.421841,0.402368,0.517803,66.12403975,1.535557142,0.04273624,0.947218168,1.113100942,1.242072729,100,M1#Region4,M1#Region4#60#5,39
M1,Region4,60,6,1,71521,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#60#6,40
M1,Region4,60,6,2,77520,24.345673,32.342414,43.31189,67.235564,0.718363,0.027177,0.677581,1.200298,0.894438,67.103278,0.443652,0.019695,0.704155,1.499087,0.815593,68.306334,0.428569,0.018401,0.422119,0.797345,0.56652,66.51035375,1.089196962,0.037917883,0.85344535,1.333234433,1.183642821,100,M1#Region4,M1#Region4#60#6,41
M1,Region4,60,7,1,163839,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#60#7,42
M1,Region4,60,7,2,58600,20.152665,27.017868,52.829451,66.837759,1.163917,0.019678,0.670349,0.958853,0.944952,67.513552,0.821742,0.012845,0.416947,0.953452,0.665847,67.530987,0.71195,0.014104,0.432791,0.882391,0.712714,66.22543139,1.525560193,0.025159339,0.888474903,1.000042481,1.170214532,100,M1#Region4,M1#Region4#60#7,43
M1,Region4,60,8,1,1768,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#60#8,44
M1,Region4,50,3,2,134837,36.2190827,26.21707139,37.56385399,64.55557631,4.28105797,0.040539454,1.210160719,0.563683808,1.195617748,66.49471217,2.389619294,0.030299501,1.078307265,0.352302229,0.84978941,66.76410113,2.111250446,0.023811017,0.883940969,0.321712988,0.855643597,61.14446477,7.619127307,0.062074353,1.564932821,0.936397081,1.766307154,100,M1#Region4,M1#Region4#50#3,45
M1,Region4,50,3,3,21165,23.270099,18.758232,57.971709,45.287098,32.83494,0.032487,0.893365,0.317663,0.835253,57.94642,14.960275,0.035709,0.748965,0.357582,0.61064,62.45421,9.033679,0.021857,0.712551,0.171843,0.559254,34.65073814,47.71134862,0.034587864,1.009838703,0.348826603,1.014723491,100,M1#Region4,M1#Region4#50#3,46
M1,Region4,50,5,2,263449,32.212477,29.023058,38.764466,66.878389,1.551545,0.035256,0.846178,0.578445,0.928236,67.591056,1.130799,0.024087,0.804695,0.39756,0.700359,68.012793,0.839014,0.019936,0.564679,0.357541,0.682064,65.43686622,2.434641434,0.05600473,1.091440497,0.894186667,1.301923927,100,M1#Region4,M1#Region4#50#5,47
M1,Region4,50,5,4,19832,24.7933907,13.53985703,57.21046692,44.5435404,29.83169611,0.02628646,0.718828221,0.365769477,0.693025943,61.79938789,10.33515881,0.02881592,0.557017999,0.185849992,0.445524226,60.58347776,11.23565522,0.025199837,0.706211977,0.458945466,0.62551865,36.73878896,45.00566803,0.027506549,0.847972631,0.450184893,0.870233059,100,M1#Region4,M1#Region4#50#5,48
M1,Region4,50,6,1,33583,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#50#6,49
M1,Region4,50,6,2,222377,27.232817,29.563189,43.203996,67.165961,1.131867,0.026509,0.770637,0.799228,0.821422,68.246747,0.513008,0.013938,0.501425,0.589774,0.482664,68.309447,0.566714,0.015106,0.478916,0.545827,0.515488,65.70226588,1.908674094,0.042226679,1.139967283,1.104629055,1.24429292,100,M1#Region4,M1#Region4#50#6,50
M1,Region4,50,6,4,6141,11.004583,12.507189,76.488178,43.409579,34.779207,0.027349,1.079147,0.608638,1.018165,60.549501,11.394948,0.025238,0.736096,0.311379,0.515331,61.011835,10.20819,0.020368,0.710168,0.616098,0.758863,38.06533647,42.16137425,0.028780629,1.188780826,0.650149539,1.132870812,100,M1#Region4,M1#Region4#50#6,51
M1,Region4,50,7,1,50184,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region4,M1#Region4#50#7,52
M1,Region4,50,7,2,72196,23.740185,28.010378,48.249471,67.232453,0.787301,0.016428,0.646997,0.907851,0.866613,68.147344,0.351698,0.005989,0.393006,0.816571,0.559285,67.97266,0.369233,0.010432,0.400349,0.780334,0.624463,66.35261426,1.244350056,0.02504303,0.915138407,1.026766362,1.158389751,100,M1#Region4,M1#Region4#50#7,53
