Mine,Region,Altitude,Order,Type,Mass,G1,G2,G3,FET,SIT,PT,ALT,MNT,PPCT,FE1,SI1,P1,AL1,MN1,PPC1,FE2,SI2,P2,AL2,MN2,PPC2,FE3,SI3,P3,AL3,MN3,PPC3,Global,Independent_,MMU_,Order_
M1,Region3,30,5,3,43643,22.612,22.381,55.007,48.7177,29.4885,0.021,0.3596,0.0118,0.3569,51.74,25.78,0.023,0.28,0.01,0.393,64.06,7.85,0.029,0.29,0.014,0.419,41.23285182,39.81708001,0.016932718,0.420672823,0.011689094,0.316865435,100,M1#Region3,M1#Region3#30#5,42
M1,Region3,20,3,1,45550,36.609318,10.042125,15.181182,29.521125,14.305377,0.088552,2.624144,0.05814,2.225813,54.790101,15.095657,0.150113,2.697368,0.07032,3.096343,55.19223,12.195819,0.200723,3.900295,0.103148,4.200331,25.82386545,49.76053519,0.088588269,8.200786947,0.145186395,4.416356436,100,M1#Region3,M1#Region3#20#3,43
M1,Region3,20,3,2,251645,28.916006,30.842771,40.241211,63.624693,3.807112,0.085322,2.581639,0.035749,2.240774,65.155028,1.495448,0.092958,2.525683,0.04934,2.363202,64.693601,2.66798,0.090402,2.168962,0.023512,2.261836,61.70579913,6.341317765,0.075964145,2.938111331,0.035378264,2.136657243,100,M1#Region3,M1#Region3#20#3,44
M1,Region3,20,3,3,281576,35.20803541,22.73218894,42.05978623,52.11948291,15.43973125,0.205412693,4.906833303,0.133928995,4.181927552,55.24084341,11.60227729,0.278288873,3.98983316,0.096138861,4.294317084,56.60721167,8.65632291,0.246655076,4.678500305,0.15698648,4.72999403,47.08110962,22.31830737,0.12212113,5.797882306,0.153096196,3.791628913,100,M1#Region3,M1#Region3#20#3,45
M1,Region3,20,5,2,47499,24.219264,31.525319,44.255406,60.89625,8.622075,0.071442,2.02498,0.042573,1.961206,63.595959,4.337802,0.072115,2.182646,0.040935,2.197137,62.69718,6.015629,0.084048,1.811373,0.030815,2.164428,58.13590274,12.82340782,0.062085665,2.090865353,0.051847167,1.687371031,100,M1#Region3,M1#Region3#20#5,46
M1,Region3,20,5,3,17111,33.394125,19.776762,46.829175,47.90792,29.186982,0.0208,1.302663,0.020831,0.82907,46.385824,32.791791,0.017834,0.419349,0.015166,0.395942,56.474253,17.476328,0.022893,0.761362,0.038375,0.654105,45.37562367,31.561969,0.02191715,2.161201502,0.017491864,1.211743725,100,M1#Region3,M1#Region3#20#5,47
M1,Region3,10,3,1,16691,35.082311,9.479387,7.8235,27.150107,9.329977,0.076487,1.946915,0.023618,1.838274,53.656117,16.634394,0.135068,2.786844,0.032345,2.99999,53.598775,13.337309,0.18739,4.880695,0.045683,4.484133,41.48342723,28.50319597,0.144948395,6.47486018,0.101542403,4.610927027,100,M1#Region3,M1#Region3#10#3,48
M1,Region3,10,3,2,274557,32.020499,31.275494,36.704008,63.066473,4.089142,0.067537,3.18712,0.036226,2.247855,65.222624,2.006422,0.065014,2.521734,0.043468,1.954326,64.890397,2.39252,0.065899,2.495603,0.023851,2.077108,59.63127832,7.351798588,0.071134705,4.356825318,0.040473353,2.649441369,100,M1#Region3,M1#Region3#10#3,49
M1,Region3,10,3,3,135554,26.123954,24.073901,49.80215,54.443475,8.0426,0.140287,6.521594,1.44561,4.857993,59.664244,4.808184,0.14772,4.308049,0.720307,3.853658,57.558444,5.817837,0.145113,5.136016,1.22893,4.444992,50.19916208,10.8146702,0.134036566,8.352479105,1.930798846,5.584473585,100,M1#Region3,M1#Region3#10#3,50
M1,Region3,10,3,4,55769,30.496311,20.893424,48.61028,48.323399,28.972226,0.02051,1.063331,0.021639,0.744354,47.516609,31.249953,0.01848,0.391547,0.017546,0.419606,57.909955,15.748432,0.024092,0.626292,0.035253,0.62275,44.70914367,33.22705784,0.020282226,1.672616017,0.018354606,1.000330088,100,M1#Region3,M1#Region3#10#3,51
M1,Region3,10,5,1,1461,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,M1#Region3,M1#Region3#10#5,52
M1,Region3,10,5,2,34130,26.208679,30.144014,43.647305,60.734434,7.297525,0.077627,3.018459,0.059269,2.465338,63.34411,3.916033,0.075076,2.713749,0.05585,2.454849,63.021883,4.523277,0.083102,2.463843,0.041276,2.506998,57.58766813,11.2439792,0.075378835,3.584509151,0.073774269,2.442902418,100,M1#Region3,M1#Region3#10#5,53
M1,Region3,0,3,1,10735,17.459451,4.336866,4.289312,13.356782,6.219049,0.014399,0.298498,0.003626,0.33687,53.9569,20.4131,0.0615,0.6494,0.0141,1.2594,53.8111,19.7186,0.045,1.7364,0.0142,1.1969,37.36014788,41.9618438,0.039613258,2.559703639,0.012714913,1.517414242,100,M1#Region3,M1#Region3#0#3,54
M1,Region3,0,3,2,87210,33.391954,31.327533,35.280509,62.203188,5.494258,0.055381,3.246669,0.035756,2.051136,64.940741,3.150131,0.046927,2.220222,0.039565,1.544167,64.753358,3.026385,0.052475,2.415965,0.024422,1.796566,57.34773276,9.904266429,0.065972037,4.955806594,0.042212133,2.757022993,100,M1#Region3,M1#Region3#0#3,55
M1,Region3,0,3,3,79487,23.828015,21.924864,54.247138,52.928646,8.123295,0.145063,6.568921,2.704673,4.994436,60.016208,4.490158,0.133834,3.522571,1.501046,3.271258,56.490027,5.995848,0.143926,5.04955,2.172584,4.430955,48.37604991,10.57899921,0.150464712,8.521106356,3.448400039,5.979084768,100,M1#Region3,M1#Region3#0#3,56
M1,Region3,0,3,4,39011,31.069274,20.93362,47.997073,48.356887,28.825396,0.020294,1.128609,0.023663,0.793225,47.30022,31.496962,0.018009,0.399256,0.019365,0.430686,57.05891,16.867409,0.023323,0.659996,0.038515,0.655622,45.24557195,32.31149754,0.020453212,1.805110795,0.019937562,1.087913052,100,M1#Region3,M1#Region3#0#3,57
M1,Region3,0,5,2,12295,24.532243,21.708397,53.759363,52.864238,13.271328,0.113339,6.252533,0.063829,4.233056,53.435613,17.967668,0.065733,2.788513,0.055931,2.123579,58.36538,9.292449,0.073585,3.962973,0.043794,3.037129,50.3821134,12.73490513,0.151104591,8.757840071,0.075569704,5.678552259,100,M1#Region3,M1#Region3#0#5,58
